Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GAP,Avg Run Cadence,Max Run Cadence,Training Stress Score®,Avg Power,Max Power,Grit,Flow,Avg. Swolf,Avg Stroke Rate,Total Reps,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2022-04-26 11:27:18,false,"Running","0.00","--","00:00:01.3","111","112","--","--","--","22:57","17:51","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:01.28.4","1","0.0","--","--","--","00:00:01","00:00:01.3","379","379"
Running,2022-04-24 10:55:42,false,"Austin Running","4.95","742","00:54:31","165","175","--","144","227","11:01","7:42","95","98","1.02","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","09:40.14.8","5","0.0","--","--","--","00:53:42","00:55:06","456","545"
Running,2022-04-23 11:42:10,false,"Austin Running","0.28","35","00:02:32.5","128","143","--","145","155","8:56","7:56","89","7","1.25","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","02:32.45.7","1","0.0","--","--","--","00:02:16","00:02:32.5","529","551"
Running,2022-04-22 11:41:23,false,"Austin Running","0.93","374","00:37:40","136","184","--","48","180","40:38","6:05","--","7","0.80","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:04.74.7","4","0.0","--","--","--","00:12:33","00:49:05","440","464"
Running,2022-04-17 10:55:13,false,"Austin Running","0.30","87","00:07:13.1","141","160","--","77","152","24:07","10:25","7","--","0.86","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","07:13.08.9","1","0.0","--","--","--","00:05:00","00:07:13.1","517","530"
Running,2022-04-17 10:03:27,false,"Austin Running","5.01","732","00:50:05","168","182","--","148","248","10:00","7:35","56","72","1.09","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","02:47.53.7","6","0.0","--","--","--","00:49:30","00:50:37","470","536"
Running,2022-04-16 11:00:05,false,"Austin Running","1.24","205","00:16:06","144","160","--","113","194","12:57","8:46","59","148","1.12","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:01.73.1","3","0.0","--","--","--","00:12:20","00:16:06","513","572"
Running,2022-03-30 16:46:49,false,"Austin Running","4.01","565","00:37:48","166","179","--","150","163","9:25","7:54","144","112","1.14","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:01.73.1","6","0.0","--","--","--","00:37:29","00:37:48","501","555"
Running,2022-03-29 16:58:10,false,"Austin Running","2.50","321","00:21:17","140","155","--","146","205","8:32","5:55","49","66","1.29","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","04:40.89.1","3","0.0","--","--","--","00:21:06","00:21:26","491","543"
Running,2022-03-27 09:37:49,false,"Austin Running","4.01","562","00:38:17","162","174","--","150","163","9:32","8:13","89","95","1.12","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:07.75.6","5","0.0","--","--","--","00:38:02","00:39:04","460","543"
Running,2022-03-23 12:02:24,false,"Austin Running","2.52","337","00:20:57","172","181","--","150","164","8:19","6:46","66","66","1.29","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:03.60.8","5","0.0","--","--","--","00:20:34","00:21:14","501","531"
Running,2022-03-20 10:54:18,false,"Austin Running","4.00","579","00:40:12","166","179","--","147","161","10:02","8:44","131","230","1.09","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:06.03.8","6","0.0","--","--","--","00:39:49","00:41:20","485","561"
Running,2022-03-13 13:08:42,false,"Austin Running","4.00","577","00:39:38","166","179","--","146","214","9:55","4:14","430","62","1.11","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","08:27.26.8","4","0.0","--","--","--","00:38:54","00:40:46","490","574"
Running,2022-03-08 12:06:47,false,"Running","1.41","202","00:15:59","140","154","--","141","158","11:21","9:27","--","--","1.01","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","05:14.28.1","2","0.0","--","--","--","00:14:53","00:15:59","564","570"
Running,2022-03-08 12:06:02,false,"Running","0.00","--","00:00:02.5","91","95","--","--","--","52:29","21:08","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:02.48.3","1","0.0","--","--","--","00:00:00","00:00:02.5","565","565"
Running,2022-03-06 11:16:44,false,"Austin Running","6.38","934","01:05:27","166","181","--","144","219","10:16","8:16","180","187","1.09","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","03:50.34.5","7","0.0","--","--","--","01:04:23","01:08:28","435","533"
Running,2022-02-27 12:37:30,false,"Austin Running","6.41","1,040","01:03:55","165","180","--","145","168","9:59","6:48","472","151","1.11","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","04:23.55.8","7","0.0","--","--","--","01:02:14","01:04:13","457","572"
Running,2021-11-12 11:32:53,false,"Running","0.00","--","00:00:02.4","84","85","--","--","--","--","--","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:02.36.1","1","0.0","--","--","--","00:00:00","00:00:02.4","447","447"
Running,2021-11-03 12:16:53,false,"Running","0.00","--","00:00:01.7","103","103","--","--","--","--","--","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:01.67.9","1","0.0","--","--","--","00:00:00","00:00:01.7","501","509"
Running,2021-11-03 11:02:31,false,"Running","0.00","--","00:00:02.6","92","92","--","--","--","--","--","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:02.62.8","1","0.0","--","--","--","00:00:00","00:00:02.6","545","545"
